Código;Descripción;Precio;Subrubro;Stock;Marca;Rubro
9005BV;LAMPARA KOBO BLUEVISION 9005 55W BLISTER X 2;$ 13640,89;LAMPARAS BLUEVISION;9;KOBO;LAMPARAS
9006BV;LAMPARA KOBO BLUEVISION 9006 55W BLISTER X 2;$ 13640,89;LAMPARAS BLUEVISION;3;KOBO;LAMPARAS
9007BV;LAMPARA KOBO BLUEVISION 9007 55W BLISTER X 2;$ 15097,88;LAMPARAS BLUEVISION;2;KOBO;LAMPARAS
12258BV;LAMPARA KOBO BLUEVISION H1 55W BLISTER X 2;$ 9702,78;LAMPARAS BLUEVISION;11;KOBO;LAMPARAS
12362BV;LAMPARA KOBO BLUEVISION H11 55W BLISTER X 2;$ 15330,16;LAMPARAS BLUEVISION;11;KOBO;LAMPARAS
H16BV;LAMPARA KOBO BLUEVISION H16 12V 24W BLISTER X 2;$ 34777,93;LAMPARAS BLUEVISION;0;KOBO;LAMPARAS
12336BV;LAMPARA KOBO BLUEVISION H3 55W BLISTER X 2;$ 9702,78;LAMPARAS BLUEVISION;17;KOBO;LAMPARAS
12569BV;LAMPARA KOBO BLUEVISION H4 100/90W BLISTER X 2;$ 12901,83;LAMPARAS BLUEVISION;21;KOBO;LAMPARAS
12342BV;LAMPARA KOBO BLUEVISION H4 60/55W BLISTER X 2;$ 12120,53;LAMPARAS BLUEVISION;93;KOBO;LAMPARAS
12972BV;LAMPARA KOBO BLUEVISION H7 55W BLISTER X 2;$ 11877,71;LAMPARAS BLUEVISION;13;KOBO;LAMPARAS
H8BV;LAMPARA KOBO BLUEVISION H8 BLISTER X 2;$ 16671,03;LAMPARAS BLUEVISION;0;KOBO;LAMPARAS
12844KO;LAMPARA KOBO C5W;$ 496,23;LAMPARAS SEÑALIZACION;570;KOBO;LAMPARAS
12258KO;LAMPARA KOBO H1 12V 55W;$ 2343,87;LAMPARAS HALOGENAS;56;KOBO;LAMPARAS
12362KO;LAMPARA KOBO H11 12V 55W;$ 9723,87;LAMPARAS HALOGENAS;44;KOBO;LAMPARAS
H15KO;LAMPARA KOBO H15 12V 55W VW AMAROK;$ 33996,64;LAMPARAS HALOGENAS;14;KOBO;LAMPARAS
PSX24WGLKO;LAMPARA KOBO H16 12V BULBO TIPO GLOBO ORIGINAL;$ 17937,99;LAMPARAS HALOGENAS;14;KOBO;LAMPARAS
H16L;LAMPARA KOBO H16L 12V 19W;$ 18455,31;LAMPARAS HALOGENAS;22;KOBO;LAMPARAS
12569KO;LAMPARA KOBO H4 100/90W 12V.;$ 5711,85;LAMPARAS HALOGENAS;40;KOBO;LAMPARAS
12342KO;LAMPARA KOBO H4 60/55W 12V.;$ 3294,09;LAMPARAS HALOGENAS;364;KOBO;LAMPARAS
12972KO;LAMPARA KOBO H7 55W 12V.;$ 4054,27;LAMPARAS HALOGENAS;961;KOBO;LAMPARAS
H8KO;LAMPARA KOBO H8 12V 55W;$ 11085,86;LAMPARAS HALOGENAS;5;KOBO;LAMPARAS
12403KO;LAMPARA KOBO P15W;$ 907,98;LAMPARAS SEÑALIZACION;60;KOBO;LAMPARAS
12498KO;LAMPARA KOBO P21W;$ 612,36;LAMPARAS SEÑALIZACION;659;KOBO;LAMPARAS
12516KO;LAMPARA KOBO PIOJITO 12V 1.2W;$ 432,87;LAMPARAS SEÑALIZACION;-4;KOBO;LAMPARAS
12499AMB;LAMPARA KOBO POSICION STOP 1034 12V 21/5W AMBAR;$ 971,34;LAMPARAS SEÑALIZACION;50;KOBO;LAMPARAS
12498AMB;LAMPARA KOBO POSICION TRASERA 12V 21W AMBAR;$ 876,31;LAMPARAS SEÑALIZACION;30;KOBO;LAMPARAS
12821KO;LAMPARA KOBO R5W;$ 464,56;LAMPARAS SEÑALIZACION;83;KOBO;LAMPARAS
12067KO;LAMPARA KOBO S/CULOTE  12V 12W;$ 865,76;LAMPARAS SEÑALIZACION;66;KOBO;LAMPARAS
12066KO;LAMPARA KOBO S/CULOTE 12V 21/5 W;$ 2829,53;LAMPARAS SEÑALIZACION;58;KOBO;LAMPARAS
12065KO;LAMPARA KOBO S/CULOTE 12V 21W;$ 2660,61;LAMPARAS SEÑALIZACION;160;KOBO;LAMPARAS
12067AMB;LAMPARA KOBO SIN CULOTE 12V 12W AMBAR;$ 2533,91;LAMPARAS SEÑALIZACION;20;KOBO;LAMPARAS
12961KO;LAMPARA KOBO W5W 12V.;$ 306,19;LAMPARAS SEÑALIZACION;2403;KOBO;LAMPARAS
12066SMD13;LAMPARA LED 1034 2 POLOS 12V;$ 3684,74;LED;21;LUX LED;LAMPARAS
12929LED;LAMPARA LED 12929 CON CULOTE;$ 1467,57;LED;1;LUX LED;LAMPARAS
12929MULTI5;LAMPARA LED 5 PUNTAS CON CULOTE 12929;$ 1794,85;LED;22;LUX LED;LAMPARAS
12498SILBLA;LAMPARA LED SILICONA 12V 1 POLO BLANCA;$ 3558,04;LED;0;LUX LED;LAMPARAS
12499SILBLA;LAMPARA LED SILICONA 12V 2 POLOS BLANCA;$ 3558,04;LED;-12;LUX LED;LAMPARAS
12065SMD13;LAMPARA LED T20 SIN CULOTE 1 POLO 12V;$ 3135,72;LED;16;LUX LED;LAMPARAS
TUB3CAN3912;LAMPARA LED TUBULAR 39MM CANBUS 12V;$ 1256,41;LED;21;LUX LED;LAMPARAS
12961MULTI13;LAMPARA MULTILED 13 PUNTAS SIN CULOTE;$ 1435,87;LED;67;LUX LED;LAMPARAS
12961AMB;LAMPARA SIN CULOTE 12V 5W AMBAR;$ 422,32;LAMPARAS SEÑALIZACION;28;KOBO;LAMPARAS
TUB3SMD;LAMPARA TUBULAR 3 LED;$ 453,99;LED;76;LUX LED;LAMPARAS
TUB6SMD;LAMPARA TUBULAR 6 LED 12V.;$ 559,57;LED;6;LUX LED;LAMPARAS
20214;LLAVE CONTACTO ARRANQUE CLIO II LOGAN SANDERO LLAVE ENTRADA EX DV2142;$ 26088,71;LLAVE CONTACTO-ARRANQUE;16;DIVAIO;LLAVE
20405;LLAVE CONTACTO ARRANQUE FIAT 128 COMPLETA CON COLLAR EX DV1325;$ 34218,34;LLAVE CONTACTO-ARRANQUE;2;DIVAIO;LLAVE
20407;LLAVE CONTACTO ARRANQUE FIAT 128 EX DV1311;$ 21327,08;LLAVE CONTACTO-ARRANQUE;-1;DIVAIO;LLAVE
20402;LLAVE CONTACTO ARRANQUE FIAT DUNA UNO EX DV1317;$ 37618,01;LLAVE CONTACTO-ARRANQUE;17;DIVAIO;LLAVE
20401;LLAVE CONTACTO ARRANQUE FIAT REGATTA EX DV1318;$ 46750,65;LLAVE CONTACTO-ARRANQUE;7;DIVAIO;LLAVE
20404;LLAVE CONTACTO ARRANQUE PALIO SIENA MODELO NUEVO EX DV1321;$ 56031,10;LLAVE CONTACTO-ARRANQUE;6;DIVAIO;LLAVE
20403;LLAVE CONTACTO ARRANQUE PALIO SIENA MODELO VIEJO EX DV1320;$ 51617,88;LLAVE CONTACTO-ARRANQUE;7;DIVAIO;LLAVE
20408;LLAVE CONTACTO ARRANQUE PEUGEOT 504 1990 A 1993;$ 19321,07;LLAVE CONTACTO-ARRANQUE;6;DIVAIO;LLAVE
20409;LLAVE CONTACTO ARRANQUE PEUGEOT 504 94/95 EX DV4317;$ 19796,18;LLAVE CONTACTO-ARRANQUE;4;DIVAIO;LLAVE
20107;LLAVE CONTACTO ARRANQUE PEUGEOT 504 95/96 EX DV4318;$ 20746,39;LLAVE CONTACTO-ARRANQUE;8;DIVAIO;LLAVE
20207;LLAVE CONTACTO ARRANQUE R-12 HASTA 1979 EX DV2121;$ 19944,00;LLAVE CONTACTO-ARRANQUE;11;DIVAIO;LLAVE
20210;LLAVE CONTACTO ARRANQUE R-21 EX DV2132;$ 19289,40;LLAVE CONTACTO-ARRANQUE;15;DIVAIO;LLAVE
20206;LLAVE CONTACTO ARRANQUE R12 DESDE 81 EX DV2122;$ 19099,36;LLAVE CONTACTO-ARRANQUE;23;DIVAIO;LLAVE
20208;LLAVE CONTACTO ARRANQUE R18 FUEGO EX DV2129;$ 19099,36;LLAVE CONTACTO-ARRANQUE;25;DIVAIO;LLAVE
20212;LLAVE CONTACTO ARRANQUE R19 CLIO EX DV2137;$ 25170,19;LLAVE CONTACTO-ARRANQUE;20;DIVAIO;LLAVE
20209;LLAVE CONTACTO ARRANQUE R9/11 EX DV2131;$ 19373,86;LLAVE CONTACTO-ARRANQUE;17;DIVAIO;LLAVE
20213;LLAVE CONTACTO ARRANQUE RENAULT CLIO II EX DV2140;$ 27060,05;LLAVE CONTACTO-ARRANQUE;0;DIVAIO;LLAVE
20204;LLAVE CONTACTO ARRANQUE RENAULT EXPRESS EX DV2136;$ 26057,04;LLAVE CONTACTO-ARRANQUE;16;DIVAIO;LLAVE
20205;LLAVE CONTACTO ARRANQUE RENAULT KANGOO TIPO VALEO EX DV2143;$ 35675,36;LLAVE CONTACTO-ARRANQUE;14;DIVAIO;LLAVE
20211;LLAVE CONTACTO ARRANQUE RENAULT MEGANE EX DV2138;$ 28897,14;LLAVE CONTACTO-ARRANQUE;16;DIVAIO;LLAVE
20203;LLAVE CONTACTO ARRANQUE TRAFIC R9 DESDE1997 EX DV2135;$ 25814,22;LLAVE CONTACTO-ARRANQUE;0;DIVAIO;LLAVE
LCA410;LLAVE CONTACTO-ARRANQUE  PEUGEOT 306 ... SISTEMA K7 (Y);$ 35281,18;LLAVE CONTACTO-ARRANQUE;1;OYSTER;LLAVE
LCA398;LLAVE CONTACTO-ARRANQUE  PEUGEOT 405 HASTA ’93;$ 43486,10;LLAVE CONTACTO-ARRANQUE;1;OYSTER;LLAVE
LCA383;LLAVE CONTACTO-ARRANQUE  PEUGEOT 505 `80 - `85;$ 24127,61;LLAVE CONTACTO-ARRANQUE;5;OYSTER;LLAVE
LCA386;LLAVE CONTACTO-ARRANQUE  RENAULT 18;$ 23191,74;LLAVE CONTACTO-ARRANQUE;2;OYSTER;LLAVE
LCA409;LLAVE CONTACTO-ARRANQUE  TWINGO .................. SISTEMA K7 (Y);$ 31088,97;LLAVE CONTACTO-ARRANQUE;1;OYSTER;LLAVE
LIN390;LLAVE CONTACTO-ARRANQUE FIAT DUNA/UNO;$ 45140,68;LLAVE CONTACTO-ARRANQUE;1;INDIEL;LLAVE
LC002;LLAVE CRUZ PLEGABLE CROMADA 14´´;$ 23660,38;LLAVE CRUZ;19;OREGON;LLAVES
LC001;LLAVE CRUZ RUEDA CROMADA 14´´;$ 17209,48;LLAVE CRUZ;37;OREGON;LLAVES
10001;LLAVE DE CONTACTO ARRANQUE UNIVERSAL GRANDE TIPO USA EX DV8031;$ 9523,29;LLAVE CONTACTO-ARRANQUE;26;DIVAIO;LLAVE
DV10217;LLAVE LIMPIAPARABRISAS RENAULT 9/11 EX DV8046;$ 19901,76;CONMUTADOR DE LUCES;1;DIVAIO;CONMUTADORES
LC004;LLAVE SACABUJIAS CARDANICA 16MM;$ 4888,33;LLAVE SACABUJIAS;5;OREGON;LLAVES
LC005;LLAVE SACABUJIAS CARDANICA 21MM;$ 6904,92;LLAVE SACABUJIAS;25;OREGON;LLAVES
30124;LLAVE TECLA BALIZA RENAULT KANGOO;$ 8583,62;CONMUTADOR DE LUCES;0;DIVAIO;CONMUTADORES
FI13003;MANGUERA CORRUGADA 230MM DIAM 7,5MM;$ 4138,33;MANGUERA CORRUGADA;41;FISPA;BOMBAS
FI13001;MANGUERA CORRUGADA 254MM BOCAS 7,5 MM;$ 4455,33;MANGUERA CORRUGADA;29;FISPA;BOMBAS
FI13002;MANGUERA CORRUGADA 254MM BOCAS 7,5 Y 9 MM;$ 4366,17;MANGUERA CORRUGADA;24;FISPA;BOMBAS
FI13008;MANGUERA CORRUGADA 254MM BOCAS 9 MM;$ 4428,09;MANGUERA CORRUGADA;28;FISPA;BOMBAS
FI13000;MANGUERA CORRUGADA 330MM BOCAS 7,5 MM;$ 5407,57;MANGUERA CORRUGADA;32;FISPA;BOMBAS
ASP001;MINI ASPIRADORA 12V 60W;$ 12416,15;MINI ASPIRADORAS;9;OREGON;ASPIRADORAS
MEC09;MODULO COMPETICION TIPO INDIEL;$ 72693,62;MODULOS DE IGNICIÓN;16;FERRAZZI;MÓDULOS
FT001;MODULO DE ENCENDIDO TIPO MARELLI;$ 22931,90;MODULOS DE IGNICIÓN;36;REGITAR;MÓDULOS
FI50002;MODULO DE ENCENDIDO VW 7 PINES;$ 36363,31;MODULOS DE IGNICIÓN;0;FISPA;MÓDULOS
FI50003;MODULO ENCENDIDO TIPO INDIEL PEUGEOT FORD FIAT RENAULT IVA 10.5;$ 29565,16;MODULOS DE IGNICIÓN;5;FISPA;MÓDULOS
KM421;MODULO IGNICION SISTEMA MARELLI;$ 24934,60;MODULOS DE IGNICIÓN;166;CADIC;MÓDULOS
KM342;MODULO IGNICION VW 7 PINES;$ 31239,90;MODULOS DE IGNICIÓN;87;CADIC;MÓDULOS
M1002;MONZA - KADETT - BLAZER - CORSA EFI;$ 11276,95;SENSOR MARIPOSA TPS;0;FISPA;SENSORES
NQD0036;MOTOR DE ARRANQUE CHEVROLET CORSA TIPO VALEO;$ 172305,93;MOTOR DE ARRANQUE;0;NQD;ARRANQUES
NQD0037;MOTOR DE ARRANQUE R19 TIPO VALEO;$ 172305,93;MOTOR DE ARRANQUE;0;NQD;ARRANQUES
NQD0002;MOTOR DE ARRANQUE VW GOL TIPO VALEO;$ 176222,92;MOTOR DE ARRANQUE;0;NQD;ARRANQUES
RGU15303;MOTOR PASO A PASO CHEVROLET CORSA 1.6 8V;$ 15879,18;MOTOR PASO A PASO;8;REGITAR;SENSORES
RGU15019;MOTOR PASO A PASO CHEVROLET CORSA CELTA 1.6 8V MPFI;$ 15879,18;MOTOR PASO A PASO;3;REGITAR;SENSORES
VKD8187;MOTOR PASO A PASO CHEVROLET CORSA ICD00124;$ 15877,57;MOTOR PASO A PASO;-1;VERKEHR;SENSORES
FI10029;MOTOR PASO A PASO FIAT/RENAULT/PEUGEOT BOSCH 0132008600;$ 56216,29;MOTOR PASO A PASO;0;FISPA;SENSORES
VKD5174;MOTOR PASO A PASO MEGANE 1.6 8V 7701047909;$ 15877,57;MOTOR PASO A PASO;5;VERKEHR;SENSORES
VKD5177;MOTOR PASO A PASO RENAULT KANGOO 1.6 8V;$ 15877,57;MOTOR PASO A PASO;8;VERKEHR;SENSORES
VKB2800;MOTOR PASO A PASO RENAULT MEGANE/CLIO 1.2 7700102539;$ 15877,57;MOTOR PASO A PASO;9;VERKEHR;SENSORES
VKD5150;MOTOR PASO A PASO VW POLO/GOL;$ 15877,57;MOTOR PASO A PASO;8;VERKEHR;SENSORES
DM1908;MÓDULO ENC. FORD-PEUGEOT-FIAT-RENAULT TIPO INDIEL;$ 22931,90;MODULOS DE IGNICIÓN;1;REGITAR;MÓDULOS
VK11907;MÓDULO ENC. G.M. (VARIOS);$ 18774,87;MODULOS DE IGNICIÓN;0;VERKEHR;MÓDULOS
MIG900;MÓDULO ENC. RENAULT  9/11/12/18/19/21 P504/505 FIAT DUNA/SPAZIO/REGATTA;$ 14197,86;MODULOS DE IGNICIÓN;0;BLUE STREAK;MÓDULOS
MIG902;MÓDULO ENC. TIPO INDIEL FORD-PEUGEOT-FIAT-RENAULT;$ 14983,52;MODULOS DE IGNICIÓN;0;BLUE STREAK;MÓDULOS
MIG914;MÓDULO ENC. V.W.-POINTER-FORD ORION-VERONA-ESCORT;$ 15446,49;MODULOS DE IGNICIÓN;0;BLUE STREAK;MÓDULOS
MIG915;MÓDULO ENC. V.W.-POLO-GOLF-PASSAT;$ 15236,05;MODULOS DE IGNICIÓN;3;BLUE STREAK;MÓDULOS
M1017;NEON - STRATUS;$ 27587,57;SENSOR MARIPOSA TPS;0;FISPA;SENSORES
M1041;NISSAN FRONTIER (99-04) - PATHFINDER (96-00) - XTERRA (00);$ 34457,00;SENSOR MARIPOSA TPS;0;FISPA;SENSORES
FI29000;O´RING BOMBA COMBUSTIBLE CHEVROLET CORSA 94/99 VECTRA 97/05;$ 5111,62;ACCESORIOS BOMBAS;8;FISPA;BOMBAS
FI29005;O´RING BOMBA COMBUSTIBLE CORSA/PRISMA/AGILE;$ 8378,20;ACCESORIOS BOMBAS;8;FISPA;BOMBAS
M1012;PALIO/SIENA CLIO/R19/ 1,2 - 1,6 VW GOL ESCORT P 206/306/PARTNER;$ 16061,62;SENSOR MARIPOSA TPS;3;FISPA;SENSORES
PACHAM001;PAÑO ABSORBENTE CHAMOIS MEDIDA 43 X 32 X 0.2 CM USO UNIVERSAL;$ 4318,22;PAÑOS ABSORBENTES;19;OREGON;PAÑOS
FI26007;PICO DE INYECCION TANCLICK `T` 5/16 X 5/16 LISO;$ 3828,76;PICOS DE INYECCION TANCLICK;9;FISPA;CONECTORES
GM414;PIÑON SENSOR VELOCIMETRO CHEVROLET CORSA;$ 7039,81;SENSOR DE VELOCIDAD;0;OSSCA;SENSORES
FI455049;POLEA CHEVR. S10 MWM 2.8/ NISSAN FRONTIER 6 CANALES D. INT 17MM D. EXT. 61MM;$ 46109,81;POLEAS;4;FISPA;ALTERNADOR
10427;PORTALÁMPARA SIN CULOTE PARA MUELITA;$ 1376,29;FICHA CONECTOR;0;AUTRONIC;CABLES
PLED12V;PORTATIL 12V 64 LEDS;$ 24536,71;PORTATIL LED;31;KUBE;LAMPARAS
LIN004;PORTATIL LED 12V RECARGABLE X USB;$ 25771,97;PORTATIL LED;19;OREGON;LAMPARAS
FI24050;PREFILTRO BOMBA COMBUSTIBLE 64020;$ 3577,39;PREFILTRO BOMBAS;10;FISPA;BOMBAS
FI24057;PREFILTRO BOMBA COMBUSTIBLE FIAT/VW;$ 5857,06;PREFILTRO BOMBAS;4;FISPA;BOMBAS
FI24032;PREFILTRO BOMBA CORSA/GOL 79,3 MM DIAM 24,2 MM;$ 5364,23;PREFILTRO BOMBAS;2;FISPA;BOMBAS
FI24054;PREFILTRO BOMBA FORD  COURIER / FIESTA / FOCUS 1.6 / 1.8 /  KA;$ 5215,63;PREFILTRO BOMBAS;5;FISPA;BOMBAS
FI24059;PREFILTRO BOMBA RENAULT CLIO II HASTA 2000;$ 5660,18;PREFILTRO BOMBAS;9;FISPA;BOMBAS
FI24018;PREFILTRO BOMBA SIENA/PALIO BOSCH 75 X 50,5 MM DIAM. 11MM;$ 4071,46;PREFILTRO BOMBAS;10;FISPA;BOMBAS
FI24015;PREFILTRO BOMBA SISTEMA BOSCH - FILTRO REDONDO;$ 2652,39;PREFILTRO BOMBAS;13;FISPA;BOMBAS
FI24016;PREFILTRO BOMBA SISTEMA MARWAL;$ 7689,72;PREFILTRO BOMBAS;9;FISPA;BOMBAS
FI24037;PREFILTRO BOMBA VDO POLO/GOLF IV;$ 4106,13;PREFILTRO BOMBAS;13;FISPA;BOMBAS
FI11029;PUNTAS INFERIORES BOSCH MULTIPUNTO;$ 2116,22;KIT FILTROS Y ORINGS;10;FISPA;INYECTORES
FI11044;PUNTAS INFERIORES BOSCH MULTIPUNTO;$ 2101,36;KIT FILTROS Y ORINGS;10;FISPA;INYECTORES
10473;RAMAL CONEXION PORTATERMOSTATO PEUGEOT CITROEN 1.6 THP;$ 33070,95;FICHA CONECTOR;8;AUTRONIC;CABLES
FI16010;REG DE PRESION CLIO/MEGANE 16V 00>- P206 1.6/ 8V/ 1.6 16V 98>;$ 21687,23;REGULADORES DE PRESION;13;FISPA;BOMBAS
FI16015;REG DE PRESION CORSA 1.6 MPFI  3.0 BAR;$ 20950,45;REGULADORES DE PRESION;5;FISPA;BOMBAS
FI16006;REG DE PRESION ESCORT SW 1.6I 1.8I 16V ZETEC/ KA 1.0I/1.6I 2.7 BAR;$ 22114,43;REGULADORES DE PRESION;3;FISPA;BOMBAS
FI16012;REG DE PRESION FIESTA/ECOSPORT 1.6 CITRÖEN 1.4 / 1.6 16V -;$ 23930,99;REGULADORES DE PRESION;4;FISPA;BOMBAS
FI16013;REG DE PRESION FOCUS 2.0 DURATEC/CORSA 1.8 MPFI F STILO 1.8 MPI 8V / 16V;$ 23278,41;REGULADORES DE PRESION;2;FISPA;BOMBAS
FI16009;REG DE PRESION M BENZ 200 E - 300 SE - 500 E - 500 SL - 500 SEL - C180 -;$ 23278,41;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16004;REG DE PRESION PALIO 1.5/1.6 MPI/CLIO/BERLINGO/PARTNER/GOL/;$ 22718,71;REGULADORES DE PRESION;8;FISPA;BOMBAS
FI16005;REG DE PRESION VW GOL 1.6 MI - GM ASTRA/ZAFIRA 2.0 SFI 16V- 3.0 BAR;$ 21531,20;REGULADORES DE PRESION;2;FISPA;BOMBAS
FI16008;REG DE PRESION VW GOLF IV/PASSAT 1.8/1.8TURBO /2.0;$ 22516,87;REGULADORES DE PRESION;6;FISPA;BOMBAS
FI16000;REG PRESION FIAT DUCATO 2.0 /PALIO1.8 I.E.P306/405 1.8/2.0;$ 24477,07;REGULADORES DE PRESION;9;FISPA;BOMBAS
FI16002;REG. DE PRESION VW FOX/GOL 1.6 - PEUGEOT 307 1.6I 16V;$ 24317,33;REGULADORES DE PRESION;3;FISPA;BOMBAS
FI16018;REGULADOR DE PRESION CHEVROLET ASTRA / VECTRA 2.0 HASTA 1998 3.0 BAR;$ 33892,95;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16016;REGULADOR DE PRESION CHEVROLET AVEO - KIA RIO PICANTO - 3.0BAR;$ 41509,60;REGULADORES DE PRESION;3;FISPA;BOMBAS
FI16020;REGULADOR DE PRESION CHEVROLET S10 V6 - 4.2 BAR;$ 39993,95;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI81075;REGULADOR DE PRESION COMMON RAIL P206/307 2.0 HDI;$ 121959,22;REGULADORES DE PRESION COMMON RAIL;0;FISPA;BOMBAS
FI16021;REGULADOR DE PRESION FORD F-100 4.9 - EXPLORER 4.0 - 3.6 BAR;$ 53861,44;REGULADORES DE PRESION;3;FISPA;BOMBAS
FI16022;REGULADOR DE PRESION FORD RANGER / EXPLORER 1991-1998 - 4.0 BAR;$ 53861,44;REGULADORES DE PRESION;1;FISPA;BOMBAS
FI16007;REGULADOR DE PRESION GM BLAZER / S10 2.2 MPFI / 2.4 MPFI - VECTRA 2.0 MPFI / 2.2 MPFI - 3.0 BAR;$ 28865,53;REGULADORES DE PRESION;2;FISPA;BOMBAS
FI16019;REGULADOR DE PRESION GM BLAZER 4.3 V6 / S10 4.3 V6 - 4.2 BAR;$ 29098,33;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16011;REGULADOR DE PRESION GM CORSA 1.6 16V MPFI 95>01 - TIGRA 1.6 16V MPFI 98>- 3.0 BAR;$ 43158,99;REGULADORES DE PRESION;4;FISPA;BOMBAS
FI16014;REGULADOR DE PRESION GM: CORSA MPFI 1.0/ 1.6 8V OMEGA MPFI 2.2 - 3.0 BAR;$ 43158,99;REGULADORES DE PRESION;4;FISPA;BOMBAS
FI16029;REGULADOR DE PRESION GOLF IV 1.6 / FOX 1.6 MOTOR BAH CLAVADO EN EL FILTRO - 3.0 BAR;$ 34275,57;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16003;REGULADOR DE PRESION GRAND VITARA/VITARA 2.0 16V - JYMMY 1.3 16V - 3.0 BAR;$ 38301,22;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16030;REGULADOR DE PRESION HONDA CIVIC 1.6 16V 2006> - 4.0 BAR;$ 43080,98;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16001;REGULADOR DE PRESION HONDA CIVIC 1.8I 16V SEDAN FLEX - FIT 1.4I 8V FLEXS 4.0 BAR;$ 21657,51;REGULADORES DE PRESION;4;FISPA;BOMBAS
FI16024;REGULADOR DE PRESION HONDA CIVIC 2001> - 2.8 BAR;$ 41207,46;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16025;REGULADOR DE PRESION HONDA FIT 2004> - 3.2 BAR;$ 12753,04;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16017;REGULADOR DE PRESION KIA SPORTAGE 2005-2010 - 3.5BAR;$ 42284,76;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16026;REGULADOR DE PRESION NISSAN PATHFINDER V6 1993-2000 - 3.0 BAR;$ 44701,89;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI81031;REGULADOR DE PRESION PEUGEOT 307/406 CITROEN XSARA 2,0 HDI;$ 125328,03;REGULADORES DE PRESION COMMON RAIL;0;FISPA;BOMBAS
FI16027;REGULADOR DE PRESION TOYOTA COROLLA 2003> - 3.0 BAR;$ 37264,78;REGULADORES DE PRESION;0;FISPA;BOMBAS
FI16023;REGULADOR DE PRESION VOLKSWAGEN GOL II -QUANTUM - POINTER 2.0 - ALFA 164 - 3.0 BAR;$ 34637,15;REGULADORES DE PRESION;1;FISPA;BOMBAS
FI16028;REGULADOR DE PRESION VOLKSWAGEN GOLF III 1.8 / 2.0 MEXICAN - 3.0 BAR;$ 41864,99;REGULADORES DE PRESION;4;FISPA;BOMBAS
NQD1515;REGULADOR DE VOLTAJE ELECTRONICO;$ 8710,32;REGULADOR VOLTAJE ELECTRÓNICO;84;NQD;REGULADOR DE VOLTAJE
KU9183;RELAY 4T 12V 70A PARA RENAULT COLOR VIOLETA;$ 6007,49;RELAY;30;KUBE;RELAY Y DESTELLADORES
FI3240107;RELAY BBA COMBUSTIBLE PEUGEOT NEGRO REF ORIG 240107;$ 16751,75;RELAY BOMBA COMBUSTIBLE;3;FISPA;BOMBAS
FI3240113;RELAY BOMBA COMB OMRON FIAT BLANCO;$ 16751,75;RELAY BOMBA COMBUSTIBLE;0;FISPA;BOMBAS
KU36;RELAY INVERSOR 5T 12V 50 AMP;$ 3431,34;RELAY;76;KUBE;RELAY Y DESTELLADORES
KU62;RELAY UNIVERSAL 4T 12V 70AMP (RTM 62);$ 5067,82;RELAY;27;KUBE;RELAY Y DESTELLADORES
KU35;RELAY UNIVERSAL 5T 12V 50 AMP (RTM 35);$ 2607,82;RELAY;84;KUBE;RELAY Y DESTELLADORES
M1037;RENAULT 19 & CLIO 1.6;$ 41426,52;SENSOR MARIPOSA TPS;4;FISPA;SENSORES
M1001;RENAULT 19 -  CLIO - FIAT - PALIO - UNO;$ 18030,42;SENSOR MARIPOSA TPS;3;FISPA;SENSORES
M1005;RENAULT CLIO II KANGOO - MEGANE 1,4 CC - 1,6I;$ 22402,54;SENSOR MARIPOSA TPS;2;FISPA;SENSORES
M1028;RENAULT MEGANE 1.6-20 8V KANGOO;$ 25015,81;SENSOR MARIPOSA TPS;0;FISPA;SENSORES
3528LED5AZ;ROLLO DE LED AZUL 3528 X 5 MTS 12V;$ 9291,01;LED;1;LUX LED;LAMPARAS
3528LED5BL;ROLLO DE LED BLANCO 3528 X 5MTS 12V;$ 9291,01;LED;0;LUX LED;LAMPARAS
5050LEDAZU;ROLLO LED AZUL 5050 X 5 MTS 12V;$ 16924,41;LED;2;LUX LED;LAMPARAS
5050LEDBLA;ROLLO LED BLANCO 5050 X 5 MTS 12V;$ 16026,98;LED;8;LUX LED;LAMPARAS
5050LEDROJ;ROLLO LED ROJO 5050 X 5 MTS 12V;$ 16818,83;LED;0;LUX LED;LAMPARAS
5050LEDVER;ROLLO LED VERDE 5050 X 5 MTS 12V;$ 16818,83;LED;4;LUX LED;LAMPARAS
DERSJ;SELLAJUNTAS ALTA TEMPERATURA DERFOE 85 GR.;$ 6524,82;SELLA Y FORMA JUNTAS;71;DERFOE;SELLADORES Y ADHESIVOS
FI22220;SENSOR DE NIVEL DE COMBUSTIBLE MEGANE 1.6 / 2.0 3 BAR 7700832220 7700420306;$ 237451,81;SENSOR NIVEL COMBUSTIBLE;1;FISPA;BOMBAS
